dcmlLtt,dcmlLng,scientific_name,year_first,year_last
50.49069,4.24539,Heracleum mantegazzianum,2019,2019
50.49094,4.24532,Heracleum mantegazzianum,2019,2019
50.49243,4.24648,Impatiens glandulifera,2018,2018
50.493467,4.250693,Impatiens glandulifera,2020,2020
50.49381,4.24523,Impatiens glandulifera,2019,2019
50.49382,4.24526,Impatiens glandulifera,2018,2018
50.49392,4.23486,Hydrocotyle ranunculoides,2019,2019
50.49396,4.23436,Heracleum mantegazzianum,2019,2019
50.49401,4.23479,Hydrocotyle ranunculoides,2019,2019
50.49401,4.23479,Ludwigia grandiflora,2019,2019
50.49403,4.23448,Heracleum mantegazzianum,2019,2019
50.49591,4.26762,Heracleum mantegazzianum,2020,2020
50.49609,4.26746,Heracleum mantegazzianum,2019,2019
50.50061,4.23688,Myriophyllum aquaticum,2019,2019
50.5024,4.1816700000000004,Heracleum mantegazzianum,2011,2011
50.50431,4.22126,Impatiens glandulifera,2016,2016
50.5069,4.22268,Impatiens glandulifera,2016,2016
50.51719,4.27362,Heracleum mantegazzianum,2012,2012
50.51992,4.13796,Heracleum mantegazzianum,2011,2011
50.52233,4.21545,Impatiens glandulifera,2016,2016
50.52945,4.30625,Heracleum mantegazzianum,2014,2014
50.53137,4.30421,Heracleum mantegazzianum,2014,2014
50.53187,4.30419,Heracleum mantegazzianum,2013,2013
50.53211,4.30041,Heracleum mantegazzianum,2012,2012
50.53215,4.30054,Heracleum mantegazzianum,2012,2012
50.53217,4.30376,Heracleum mantegazzianum,2013,2013
50.53219,4.30007,Heracleum mantegazzianum,2012,2012
50.53258,4.30301,Impatiens glandulifera,2016,2016
50.53284,4.26156,Impatiens glandulifera,2015,2015
50.53307,4.30025,Heracleum mantegazzianum,2016,2016
50.53329,4.30067,Heracleum mantegazzianum,2010,2010
50.53341,4.30099,Heracleum mantegazzianum,2017,2017
50.5337,4.30128,Heracleum mantegazzianum,2017,2017
50.53376,4.30175,Heracleum mantegazzianum,2016,2016
50.53418,4.30118,Heracleum mantegazzianum,2014,2014
50.53422,4.30203,Heracleum mantegazzianum,2010,2010
50.53427,4.30181,Heracleum mantegazzianum,2017,2017
50.53495,4.305,Heracleum mantegazzianum,2013,2013
50.5358,4.30127,Heracleum mantegazzianum,2016,2016
50.53581,4.30135,Heracleum mantegazzianum,2010,2010
50.53584,4.30135,Heracleum mantegazzianum,2017,2017
50.53584,4.30175,Heracleum mantegazzianum,2016,2016
50.53587,4.16483,Impatiens glandulifera,2019,2019
50.53598,4.1836,Impatiens glandulifera,2015,2015
50.53599,4.30146,Heracleum mantegazzianum,2017,2017
50.53607,4.30082,Heracleum mantegazzianum,2016,2016
50.53609,4.3021,Heracleum mantegazzianum,2014,2014
50.53702,4.30318,Impatiens glandulifera,2021,2021
50.53813,4.30199,Heracleum mantegazzianum,2019,2019
50.53865,4.32375,Impatiens glandulifera,2015,2015
50.5392,4.30254,Heracleum mantegazzianum,2010,2010
50.54036,4.20218,Impatiens glandulifera,2015,2016
50.54064,4.27197,Impatiens glandulifera,2016,2016
50.54072,4.17846,Impatiens glandulifera,2001,2001
50.54104,4.30336,Heracleum mantegazzianum,2016,2016
50.54212,4.16545,Impatiens glandulifera,2018,2018
50.54302,4.18883,Impatiens glandulifera,2016,2016
50.54304,4.318,Impatiens glandulifera,2018,2018
50.54356,4.31355,Impatiens glandulifera,2018,2018
50.54359,4.53399,Heracleum mantegazzianum,2016,2016
50.54368,4.18821,Impatiens glandulifera,2018,2018
50.54379,4.31329,Heracleum mantegazzianum,2011,2011
50.544222,4.182442,Impatiens glandulifera,2018,2018
50.5446,4.1845,Impatiens glandulifera,2015,2015
50.54474,4.18527,Impatiens glandulifera,2020,2020
50.54493,4.53578,Heracleum mantegazzianum,2017,2017
50.54495,4.1637,Impatiens glandulifera,2015,2016
50.5452,4.1813,Impatiens glandulifera,2015,2015
50.54534,4.18103,Impatiens glandulifera,2016,2016
50.54546,4.18129,Impatiens glandulifera,2015,2015
50.54695,4.30966,Impatiens glandulifera,2015,2015
50.54796,4.30885,Impatiens glandulifera,2015,2015
50.54803,4.30855,Impatiens glandulifera,2016,2016
50.548525,4.28224,Impatiens glandulifera,2020,2020
50.54984,4.30542,Heracleum mantegazzianum,2001,2001
50.55068,4.30891,Heracleum mantegazzianum,2013,2013
50.55108,4.49399,Heracleum mantegazzianum,2011,2011
50.55224,4.29673,Impatiens glandulifera,2016,2016
50.55237,4.30222,Heracleum mantegazzianum,2016,2016
50.55281,4.28528,Impatiens glandulifera,2018,2018
50.55308,4.28552,Heracleum mantegazzianum,2013,2013
50.55321,4.30451,Impatiens glandulifera,2016,2016
50.55341,4.30808,Heracleum mantegazzianum,2012,2012
50.55355,4.30574,Heracleum mantegazzianum,2010,2010
50.55366,4.30577,Heracleum mantegazzianum,2016,2016
50.55368,4.30564,Heracleum mantegazzianum,2017,2017
50.55407,4.30869,Heracleum mantegazzianum,2010,2010
50.55418,4.49137,Heracleum mantegazzianum,2013,2013
50.55448,4.3113,Heracleum mantegazzianum,2011,2011
50.55477,4.28364,Hydrocotyle ranunculoides,2013,2013
50.55508,4.28374,Hydrocotyle ranunculoides,2016,2016
50.55557,4.31427,Heracleum mantegazzianum,2013,2013
50.55663,4.6034,Impatiens glandulifera,2009,2009
50.55816,4.54301,Heracleum mantegazzianum,2011,2011
50.55822,4.55581,Heracleum mantegazzianum,2010,2010
50.55832,4.08844,Impatiens glandulifera,2015,2015
50.55833,4.5486,Myriophyllum aquaticum,2019,2019
50.5585,4.08939,Impatiens glandulifera,2016,2016
50.55871,4.54329,Myriophyllum aquaticum,2011,2011
50.55872,4.1925,Faxonius limosus,2001,2010
50.55874,4.20662,Faxonius limosus,2010,2010
50.5592,4.54198,Heracleum mantegazzianum,2013,2013
50.55973,4.54908,Heracleum mantegazzianum,2013,2013
50.56005,4.4942,Heracleum mantegazzianum,2018,2018
50.56033,4.28377,Faxonius limosus,2015,2015
50.56033,4.28377,Hydrocotyle ranunculoides,2016,2016
50.56195,4.34693,Heracleum mantegazzianum,2010,2010
50.56313,4.28265,Hydrocotyle ranunculoides,2015,2015
50.56317,4.28293,Hydrocotyle ranunculoides,2015,2015
50.5632,4.2831,Hydrocotyle ranunculoides,2015,2015
50.5633,4.2826,Hydrocotyle ranunculoides,2015,2015
50.5653,4.2811,Impatiens glandulifera,2015,2015
50.56723,4.26661,Hydrocotyle ranunculoides,2016,2016
50.56725,3.99485,Impatiens glandulifera,2012,2012
50.56749,4.07955,Impatiens glandulifera,2012,2012
50.56751,4.26042,Faxonius limosus,2016,2016
50.56761,4.13601,Faxonius limosus,2016,2016
50.56761,4.13601,Procambarus clarkii,2010,2016
50.56764,4.15012,Faxonius limosus,2013,2013
50.56764,4.15012,Procambarus clarkii,2013,2016
50.56774,4.51713,Impatiens glandulifera,2008,2008
50.56779,4.26305,Faxonius limosus,2006,2006
50.5679,4.1755,Impatiens glandulifera,2015,2015
50.56801,4.50356,Heracleum mantegazzianum,2015,2015
50.5683,4.1763,Impatiens glandulifera,2015,2015
50.56974,4.65468,Myriophyllum aquaticum,2015,2015
50.5702,4.1768,Impatiens glandulifera,2015,2015
50.5702,4.1771,Impatiens glandulifera,2015,2015
50.5704,4.17776,Impatiens glandulifera,2020,2020
50.57066,4.25764,Hydrocotyle ranunculoides,2016,2016
50.57067,4.14447,Myriophyllum aquaticum,2016,2016
50.570965,4.264579,Impatiens glandulifera,2019,2019
50.57114,4.25448,Faxonius limosus,2020,2020
50.57217,4.56655,Impatiens glandulifera,2015,2015
50.57447,4.48535,Faxonius limosus,2018,2018
50.57558,4.25322,Hydrocotyle ranunculoides,2016,2016
50.57654,4.17865,Impatiens glandulifera,2019,2019
50.5766,4.07517,Heracleum mantegazzianum,2018,2018
50.5766,4.13596,Faxonius limosus,2016,2016
50.5766,4.13596,Procambarus clarkii,2016,2016
50.57669,4.07595,Heracleum mantegazzianum,2010,2010
50.5767,4.54539,Heracleum mantegazzianum,2008,2008
50.57683,4.39009,Impatiens glandulifera,2020,2020
50.57689,4.0755,Heracleum mantegazzianum,2010,2010
50.5769,4.1823,Impatiens glandulifera,2015,2015
50.5769,4.1824,Impatiens glandulifera,2015,2015
50.57696,4.07596,Heracleum mantegazzianum,2010,2010
50.57698,4.07615,Heracleum mantegazzianum,2016,2016
50.57698,4.0763,Heracleum mantegazzianum,2010,2010
50.57699,4.07615,Heracleum mantegazzianum,2017,2017
50.577,4.1793,Impatiens glandulifera,2015,2015
50.57708,4.07608,Heracleum mantegazzianum,2015,2015
50.57779,4.33209,Heracleum mantegazzianum,2015,2015
50.57813,4.06783,Impatiens glandulifera,2011,2011
50.57904,4.53307,Heracleum mantegazzianum,2012,2012
50.57934,4.53371,Elodea nuttallii,2017,2017
50.57953,4.0059,Myriophyllum aquaticum,2016,2016
50.58,4.543056,Impatiens glandulifera,2019,2019
50.58096,4.52865,Hydrocotyle ranunculoides,2016,2016
50.581,4.01818,Myriophyllum aquaticum,2016,2016
50.58103,4.01816,Myriophyllum aquaticum,2016,2016
50.5813,4.01629,Myriophyllum aquaticum,2016,2016
50.58131,4.01631,Myriophyllum aquaticum,2016,2016
50.58261,4.529,Heracleum mantegazzianum,2012,2012
50.58283,4.08603,Ludwigia grandiflora,2019,2019
50.58286,4.08599,Ludwigia grandiflora,2019,2019
50.58286,4.08606,Ludwigia grandiflora,2019,2019
50.58333,4.08645,Procambarus clarkii,2019,2019
50.5834,4.1902,Impatiens glandulifera,2015,2015
50.58524,4.11459,Impatiens glandulifera,2018,2018
50.58547,4.07944,Procambarus clarkii,2016,2016
50.58553,4.10768,Procambarus clarkii,2016,2016
50.58556,4.1218,Procambarus clarkii,2011,2011
50.58578,4.09142,Impatiens glandulifera,2017,2020
50.58733,4.19388,Impatiens glandulifera,2005,2005
50.58784,4.19407,Impatiens glandulifera,2021,2021
50.58814,4.06816,Heracleum mantegazzianum,2010,2010
50.588523,4.298617,Impatiens glandulifera,2021,2021
50.58878,4.19559,Impatiens glandulifera,2018,2018
50.58916,4.21951,Faxonius limosus,2019,2019
50.59017,4.08153,Ludwigia grandiflora,2019,2019
50.59023,4.08323,Ludwigia grandiflora,2016,2016
50.59024,4.08392,Ludwigia grandiflora,2016,2016
50.59045,4.08507,Ludwigia peploides,2021,2021
50.59048,4.08498,Ludwigia grandiflora,2017,2017
50.59057,4.08405,Ludwigia grandiflora,2021,2021
50.59066,4.08387,Ludwigia grandiflora,2017,2017
50.59092,4.08477,Ludwigia grandiflora,2014,2014
50.59191,4.5284,Elodea nuttallii,2017,2017
50.59232,4.06624,Heracleum mantegazzianum,2015,2015
50.59238,4.06652,Heracleum mantegazzianum,2016,2016
50.59244,4.06661,Heracleum mantegazzianum,2010,2010
50.59309,4.2003,Impatiens glandulifera,2020,2020
50.59453,4.06438,Heracleum mantegazzianum,2015,2015
50.59468,4.54546,Impatiens glandulifera,2010,2010
50.5947,4.53134,Impatiens glandulifera,2010,2010
50.59473,4.50309,Impatiens glandulifera,2011,2011
50.59475,4.24887,Faxonius limosus,2007,2009
50.59475,4.48897,Impatiens glandulifera,2011,2011
50.59475,4.48897,Pacifastacus leniusculus,2002,2002
50.59539,4.0646,Heracleum mantegazzianum,2010,2010
50.59539,4.0646,Impatiens glandulifera,2010,2010
50.59608,4.53378,Impatiens glandulifera,2021,2021
50.59638,4.24435,Impatiens glandulifera,2021,2021
50.59657,4.27633,Impatiens glandulifera,2012,2012
50.59661,4.18343,Heracleum mantegazzianum,2010,2010
50.596888,4.442422,Heracleum mantegazzianum,2018,2018
50.59697,4.44238,Heracleum mantegazzianum,2020,2020
50.59702,4.05458,Procambarus clarkii,2015,2015
50.597122,4.369089,Impatiens glandulifera,2020,2020
50.59714,4.53407,Heracleum mantegazzianum,2020,2020
50.59733,4.243,Faxonius limosus,2017,2017
50.597410000000004,4.53377,Impatiens glandulifera,2010,2010
50.597526,4.191465,Impatiens glandulifera,2020,2020
50.59764,4.28021,Impatiens glandulifera,2011,2011
50.59786,4.3673400000000004,Impatiens glandulifera,2015,2015
50.59855,4.53515,Impatiens glandulifera,2017,2017
50.5993,4.24999,Impatiens glandulifera,2011,2011
50.59933,4.25022,Impatiens glandulifera,2019,2019
50.59949,4.29136,Impatiens glandulifera,2018,2018
50.59964,4.30937,Heracleum mantegazzianum,2010,2010
50.59979,4.22904,Impatiens glandulifera,2018,2018
50.59979,4.29248,Impatiens glandulifera,2018,2018
50.60017,4.29925,Impatiens glandulifera,2018,2018
50.6002,4.3013,Impatiens glandulifera,2015,2015
50.6002,4.30164,Impatiens glandulifera,2018,2018
50.60036,4.2951,Impatiens glandulifera,2018,2018
50.60063,4.25195,Impatiens glandulifera,2017,2017
50.60083,4.53588,Faxonius limosus,2018,2018
50.60107,4.0698,Impatiens glandulifera,2016,2016
50.6025,4.2293,Impatiens glandulifera,2015,2015
50.60256,4.53346,Heracleum mantegazzianum,2013,2013
50.60288,4.07506,Impatiens glandulifera,2015,2015
50.60293,4.22933,Impatiens glandulifera,2015,2015
50.60332,4.70088,Impatiens glandulifera,2008,2008
50.60364,4.52169,Impatiens glandulifera,2009,2009
50.6037,4.2288,Impatiens glandulifera,2015,2015
50.60371,4.51724,Impatiens glandulifera,2009,2009
50.60373,4.23472,Impatiens glandulifera,2014,2014
50.60423,4.07894,Impatiens glandulifera,2018,2018
50.6046,4.2286,Impatiens glandulifera,2015,2015
50.60503,4.52671,Impatiens glandulifera,2013,2013
50.60536,4.2606,Impatiens glandulifera,2011,2011
50.60541,4.22821,Impatiens glandulifera,2019,2019
50.60548,4.44478,Heracleum mantegazzianum,2020,2020
50.6059,4.2255,Impatiens glandulifera,2015,2015
50.60601,4.26194,Impatiens glandulifera,2016,2016
50.60634,4.15084,Ludwigia grandiflora,2020,2020
50.60651,4.15113,Ludwigia grandiflora,2020,2020
50.60712,4.22074,Heracleum mantegazzianum,2016,2016
50.60718,4.21873,Impatiens glandulifera,2005,2005
50.60725,4.22081,Heracleum mantegazzianum,2010,2010
50.607292,4.495855,Impatiens glandulifera,2018,2018
50.60737,4.22078,Heracleum mantegazzianum,2017,2017
50.607479,4.495918,Impatiens glandulifera,2018,2018
50.60841,4.35654,Impatiens glandulifera,2011,2011
50.6088,4.04423,Procambarus clarkii,2015,2015
50.609866,4.49668,Impatiens glandulifera,2018,2018
50.61001,4.35912,Heracleum mantegazzianum,2010,2010
50.61018,4.4938,Impatiens glandulifera,2018,2018
50.61026,4.49706,Impatiens glandulifera,2018,2018
50.61038,4.4973,Impatiens glandulifera,2018,2018
50.610626,4.223439,Impatiens glandulifera,2018,2018
50.61138,4.0436,Impatiens glandulifera,2019,2019
50.61178,4.4935600000000004,Impatiens glandulifera,2008,2008
50.61224,4.45211,Heracleum mantegazzianum,2012,2012
50.61236,4.05102,Impatiens glandulifera,2012,2012
50.6127,4.22056,Impatiens glandulifera,2014,2014
50.61314,4.50519,Impatiens glandulifera,2018,2018
50.61342,4.22294,Impatiens glandulifera,2018,2018
50.61383,4.21656,Impatiens glandulifera,2018,2018
50.61392,4.21905,Impatiens glandulifera,2015,2015
50.61397,4.50718,Impatiens glandulifera,2020,2020
50.614,4.22357,Impatiens glandulifera,2005,2005
50.61425,4.22393,Impatiens glandulifera,2005,2005
50.61452,4.69429,Heracleum mantegazzianum,2012,2012
50.61471,4.50443,Heracleum mantegazzianum,2010,2010
50.61507,4.11419,Impatiens glandulifera,2015,2016
50.6151,4.11596,Impatiens glandulifera,2016,2016
50.61512,4.71987,Heracleum mantegazzianum,2015,2015
50.61533,4.11769,Impatiens glandulifera,2015,2015
50.61543,4.14659,Impatiens glandulifera,2018,2018
50.61549,4.11115,Impatiens glandulifera,2018,2018
50.61641,4.55341,Heracleum mantegazzianum,2010,2010
50.61736,4.2137,Heracleum mantegazzianum,2010,2010
50.61789,4.22839,Impatiens glandulifera,2015,2015
50.61792,4.513917,Impatiens glandulifera,2019,2019
50.618008,4.510661,Impatiens glandulifera,2016,2016
50.6185,4.517949,Impatiens glandulifera,2019,2019
50.61897,4.15676,Impatiens glandulifera,2018,2018
50.61926,4.04592,Impatiens glandulifera,2013,2013
50.61926,4.15903,Impatiens glandulifera,2015,2015
50.61928,4.02447,Impatiens glandulifera,2019,2019
50.61944,4.51589,Heracleum mantegazzianum,2017,2017
50.61989,4.10092,Impatiens glandulifera,2018,2018
50.62039,4.43264,Heracleum mantegazzianum,2010,2010
50.62089,4.69895,Heracleum mantegazzianum,2013,2013
50.62165,4.54556,Impatiens glandulifera,2018,2018
50.62167,4.53143,Impatiens glandulifera,2001,2001
50.62185,4.57244,Heracleum mantegazzianum,2009,2009
50.62235,4.01361,Impatiens glandulifera,2016,2016
50.62297,4.00882,Impatiens glandulifera,2015,2015
50.62302,4.52793,Impatiens glandulifera,2010,2010
50.62389,4.52908,Impatiens glandulifera,2012,2012
50.62394,4.61342,Heracleum mantegazzianum,2015,2015
50.62462,4.22856,Impatiens glandulifera,2018,2018
50.62493,4.56301,Heracleum mantegazzianum,2013,2013
50.62535,4.6316,Impatiens glandulifera,2010,2010
50.62587,4.48416,Impatiens glandulifera,2018,2018
50.62681,4.22185,Impatiens glandulifera,2018,2018
50.62792,4.5573,Impatiens glandulifera,2015,2015
50.62848,4.55891,Impatiens glandulifera,2015,2015
50.62938,4.22931,Impatiens glandulifera,2013,2013
50.62944,4.05643,Impatiens glandulifera,2016,2016
50.62976,4.56001,Impatiens glandulifera,2015,2015
50.62995,4.46884,Impatiens glandulifera,2021,2021
50.63034,4.05089,Impatiens glandulifera,2012,2012
50.63049,4.47,Heracleum mantegazzianum,2010,2010
50.63068,4.22051,Impatiens glandulifera,2008,2011
50.6307,4.23464,Impatiens glandulifera,2011,2011
50.63071,4.48906,Impatiens glandulifera,2010,2010
50.63072,4.47493,Impatiens glandulifera,2006,2010
50.63073,4.46079,Impatiens glandulifera,2006,2006
50.63074,4.44666,Impatiens glandulifera,2006,2006
50.63082,4.47651,Impatiens glandulifera,2018,2018
50.631,4.05803,Impatiens glandulifera,2015,2015
50.631100000000004,4.67143,Heracleum mantegazzianum,2015,2015
50.63115,4.474706,Impatiens glandulifera,2020,2020
50.63119,4.20831,Impatiens glandulifera,2017,2017
50.63141,4.57271,Heracleum mantegazzianum,2020,2020
50.63142,4.57271,Heracleum mantegazzianum,2020,2020
50.63178,4.47723,Impatiens glandulifera,2018,2018
50.63192,4.13397,Heracleum mantegazzianum,2011,2011
50.63233,4.48438,Impatiens glandulifera,2021,2021
50.63243,4.47973,Impatiens glandulifera,2018,2018
50.63276,4.48307,Impatiens glandulifera,2018,2018
50.6331,4.4824,Faxonius limosus,2020,2020
50.63399,4.49062,Impatiens glandulifera,2021,2021
50.6342,4.61919,Impatiens glandulifera,2019,2019
50.63481,4.2375,Heracleum mantegazzianum,2010,2010
50.63486,4.00047,Heracleum mantegazzianum,2010,2010
50.63487,4.21257,Impatiens glandulifera,2018,2018
50.63606,4.48143,Impatiens glandulifera,2004,2004
50.63625,4.23146,Impatiens glandulifera,2015,2015
50.63627,4.23223,Impatiens glandulifera,2018,2018
50.63635,4.65793,Heracleum mantegazzianum,2015,2015
50.63668,4.56704,Impatiens glandulifera,2012,2012
50.63669,4.56724,Pacifastacus leniusculus,2015,2015
50.63681,4.5672,Pacifastacus leniusculus,2020,2020
50.63709,4.21249,Impatiens glandulifera,2018,2018
50.63719,4.48216,Impatiens glandulifera,2004,2004
50.63763,4.56772,Pacifastacus leniusculus,2018,2018
50.637799,4.503708,Impatiens glandulifera,2019,2019
50.63791,4.54718,Impatiens glandulifera,2018,2018
50.63793,4.503936,Impatiens glandulifera,2020,2020
50.63806,4.50305,Impatiens glandulifera,2011,2011
50.63819,4.21661,Impatiens glandulifera,2015,2015
50.63826,4.56772,Impatiens glandulifera,2012,2012
50.63827,4.50426,Impatiens glandulifera,2013,2013
50.63833,4.51096,Impatiens glandulifera,2021,2021
50.638332,4.511111,Impatiens glandulifera,2018,2018
50.63837,4.50407,Impatiens glandulifera,2016,2016
50.63839,4.50389,Impatiens glandulifera,2018,2018
50.63844,4.51057,Heracleum mantegazzianum,2010,2010
50.63848,4.51652,Impatiens glandulifera,2021,2021
50.63853,4.51656,Impatiens glandulifera,2021,2021
50.63854,4.51094,Impatiens glandulifera,2020,2020
50.638611,4.510833,Impatiens glandulifera,2020,2020
50.638713,4.510889,Impatiens glandulifera,2020,2020
50.6392,4.72941,Impatiens glandulifera,2011,2011
50.63926,4.54908,Impatiens glandulifera,2012,2012
50.63927,4.17114,Impatiens glandulifera,2018,2018
50.63941,4.07911,Impatiens glandulifera,2012,2012
50.63944,4.52353,Faxonius limosus,2018,2018
50.639444,4.520556,Impatiens glandulifera,2020,2020
50.6395,4.52288,Faxonius limosus,2018,2018
50.63953,4.50495,Impatiens glandulifera,2008,2008
50.63958,4.57391,Pacifastacus leniusculus,2011,2011
50.63963,4.1922,Impatiens glandulifera,2012,2012
50.63963,4.54563,Impatiens glandulifera,2001,2001
50.63965,4.20634,Impatiens glandulifera,2012,2012
50.63967,4.22048,Impatiens glandulifera,2011,2011
50.63968,4.50322,Impatiens glandulifera,2010,2010
50.63969,4.23462,Impatiens glandulifera,2008,2008
50.6397,4.48908,Impatiens glandulifera,2010,2010
50.63971,4.26289,Impatiens glandulifera,2007,2007
50.63971,4.47495,Heracleum mantegazzianum,2006,2006
50.63971,4.47495,Impatiens glandulifera,2006,2006
50.63996,4.5281,Hydrocotyle ranunculoides,2019,2019
50.64074,4.16668,Impatiens glandulifera,2018,2018
50.641335,4.555806,Impatiens glandulifera,2018,2018
50.641346,4.555844,Impatiens glandulifera,2019,2019
50.64135,4.59286,Pacifastacus leniusculus,2017,2017
50.64209,4.6221,Impatiens glandulifera,2003,2003
50.64225,4.00868,Impatiens glandulifera,2015,2015
50.64233,4.18459,Impatiens glandulifera,2017,2017
50.64238,4.18458,Impatiens glandulifera,2015,2015
50.64305,4.23587,Impatiens glandulifera,2016,2016
50.64337,4.18427,Impatiens glandulifera,2017,2017
50.6435,4.18414,Impatiens glandulifera,2015,2015
50.64351,4.1682,Impatiens glandulifera,2017,2017
50.64356,4.56043,Impatiens glandulifera,2020,2020
50.64361,4.52707,Impatiens glandulifera,2014,2014
50.64374,4.20289,Heracleum mantegazzianum,2014,2014
50.64385,4.52984,Heracleum mantegazzianum,2011,2011
50.64414,4.30919,Impatiens glandulifera,2017,2017
50.64443,4.30921,Impatiens glandulifera,2015,2015
50.64445,4.22847,Impatiens glandulifera,2016,2016
50.64477,4.5624,Impatiens glandulifera,2020,2020
50.64499,4.67726,Heracleum mantegazzianum,2018,2018
50.64512,4.72418,Heracleum mantegazzianum,2015,2015
50.64543,4.72372,Heracleum mantegazzianum,2012,2012
50.64549,4.23212,Faxonius limosus,2016,2016
50.64549,4.23212,Impatiens glandulifera,2016,2016
50.6455,4.23177,Impatiens glandulifera,2020,2020
50.64566,4.56844,Pacifastacus leniusculus,2018,2018
50.6458,4.30578,Impatiens glandulifera,2017,2017
50.64582,4.18191,Heracleum mantegazzianum,2017,2017
50.64583,4.18191,Heracleum mantegazzianum,2017,2017
50.64587,4.37654,Heracleum mantegazzianum,2020,2020
50.64659,4.37784,Heracleum mantegazzianum,2012,2012
50.64669,4.37528,Heracleum mantegazzianum,2019,2019
50.64679,4.17272,Impatiens glandulifera,2017,2017
50.64696,4.5157,Heracleum mantegazzianum,2017,2017
50.64697,4.3741,Heracleum mantegazzianum,2016,2016
50.64701,4.51623,Heracleum mantegazzianum,2010,2010
50.64704,4.37406,Heracleum mantegazzianum,2017,2017
50.64732,4.17345,Impatiens glandulifera,2015,2015
50.64785,4.23548,Impatiens glandulifera,2018,2018
50.64799,4.36706,Heracleum mantegazzianum,2013,2013
50.648,4.2354,Impatiens glandulifera,2019,2019
50.64805,4.51205,Heracleum mantegazzianum,2007,2007
50.64809,4.37371,Heracleum mantegazzianum,2017,2017
50.64811,3.98008,Heracleum mantegazzianum,2009,2009
50.64833,4.56505,Pacifastacus leniusculus,2018,2018
50.64836,4.62617,Heracleum mantegazzianum,2018,2018
50.6484,4.07905,Impatiens glandulifera,2012,2012
50.64854,4.30458,Impatiens glandulifera,2018,2018
50.64855,4.14975,Heracleum mantegazzianum,2013,2013
50.64869,4.24873,Impatiens glandulifera,2008,2008
50.6487,4.26287,Impatiens glandulifera,2007,2007
50.64906,4.23461,Faxonius limosus,2016,2016
50.64931,4.27351,Impatiens glandulifera,2017,2017
50.64956,4.23434,Faxonius limosus,2017,2017
50.64961,4.30195,Impatiens glandulifera,2016,2016
50.64972,4.30312,Impatiens glandulifera,2018,2018
50.64989,4.23446,Faxonius limosus,2018,2018
50.65035,4.53959,Heracleum mantegazzianum,2014,2014
50.65062,4.30011,Impatiens glandulifera,2017,2017
50.65121,4.178,Heracleum mantegazzianum,2010,2010
50.65131,4.27763,Impatiens glandulifera,2019,2019
50.65156,4.09744,Impatiens glandulifera,2018,2018
50.6517,4.56635,Pacifastacus leniusculus,2019,2019
50.65291,4.28261,Impatiens glandulifera,2018,2018
