dcmlLtt,dcmlLng,scientific_name,year_first,year_last
50.65295,4.14071,Heracleum mantegazzianum,2017,2017
50.65297,4.18225,Impatiens glandulifera,2016,2016
50.65298,4.18166,Impatiens glandulifera,2017,2017
50.6531,4.14082,Heracleum mantegazzianum,2021,2021
50.65316,4.14084,Heracleum mantegazzianum,2020,2020
50.65316,4.14085,Heracleum mantegazzianum,2020,2020
50.65321,4.2564,Heracleum mantegazzianum,2010,2010
50.65331,4.3004,Heracleum mantegazzianum,2020,2020
50.65337,4.30064,Heracleum mantegazzianum,2019,2019
50.65341,4.29983,Heracleum mantegazzianum,2020,2020
50.65372,4.19399,Impatiens glandulifera,2019,2019
50.65387,4.49467,Heracleum mantegazzianum,2009,2009
50.65395,4.49463,Heracleum mantegazzianum,2007,2007
50.65435,4.14117,Heracleum mantegazzianum,2015,2015
50.65441,4.56629,Impatiens glandulifera,2020,2020
50.65449,4.10117,Impatiens glandulifera,2015,2015
50.65482,4.23495,Heracleum mantegazzianum,2016,2016
50.65489,4.23461,Heracleum mantegazzianum,2017,2017
50.65496,4.23544,Heracleum mantegazzianum,2017,2017
50.65501,4.4307,Hydrocotyle ranunculoides,2010,2010
50.65512,4.23711,Heracleum mantegazzianum,2010,2010
50.65557,4.23313,Impatiens glandulifera,2019,2019
50.65604,4.24067,Heracleum mantegazzianum,2010,2010
50.65614,4.24028,Heracleum mantegazzianum,2016,2016
50.65615,4.24031,Heracleum mantegazzianum,2017,2017
50.65628,4.24115,Heracleum mantegazzianum,2010,2010
50.65643,4.24136,Impatiens glandulifera,2016,2016
50.65672,4.24117,Heracleum mantegazzianum,2016,2016
50.65712,4.18267,Impatiens glandulifera,2016,2016
50.65751,4.13557,Impatiens glandulifera,2012,2012
50.65754,4.14971,Heracleum mantegazzianum,2013,2013
50.65768,4.24871,Heracleum mantegazzianum,2005,2005
50.65768,4.24871,Impatiens glandulifera,2005,2005
50.65768,4.48913,Impatiens glandulifera,2004,2004
50.65769,4.47499,Heracleum mantegazzianum,2005,2005
50.65769,4.47499,Impatiens glandulifera,2005,2005
50.65772,4.29113,Impatiens glandulifera,2001,2001
50.65784,4.24038,Heracleum mantegazzianum,2010,2010
50.65784,4.24055,Heracleum mantegazzianum,2017,2017
50.6582,4.18133,Impatiens glandulifera,2017,2017
50.65822,4.58821,Impatiens glandulifera,2010,2010
50.65832,4.18213,Impatiens glandulifera,2016,2016
50.65835,4.58355,Heracleum mantegazzianum,2010,2010
50.65868,4.55923,Hydrocotyle ranunculoides,2010,2010
50.65878,4.14511,Impatiens glandulifera,2018,2018
50.6589,4.1395,Impatiens glandulifera,2018,2018
50.65894,4.58422,Impatiens glandulifera,2013,2013
50.65925,4.57888,Heracleum mantegazzianum,2012,2012
50.65937,4.43154,Heracleum mantegazzianum,2010,2010
50.65938,4.36408,Heracleum mantegazzianum,2015,2015
50.65955,4.35934,Heracleum mantegazzianum,2012,2012
50.65986,4.33168,Heracleum mantegazzianum,2015,2015
50.6599,4.22052,Impatiens glandulifera,2020,2020
50.65993,4.33788,Heracleum mantegazzianum,2012,2012
50.65996,4.32475,Heracleum mantegazzianum,2010,2010
50.66014,4.67716,Heracleum mantegazzianum,2014,2014
50.66074,4.47335,Heracleum mantegazzianum,2010,2010
50.66141,4.37693,Heracleum mantegazzianum,2015,2015
50.66142,4.30733,Heracleum mantegazzianum,2011,2011
50.66143,4.18179,Impatiens glandulifera,2015,2015
50.66181,4.43452,Heracleum mantegazzianum,2012,2012
50.66274,4.18356,Impatiens glandulifera,2018,2018
50.66283,4.1879,Myriophyllum aquaticum,2015,2015
50.66309,4.22033,Impatiens glandulifera,2020,2020
50.66309,4.47392,Heracleum mantegazzianum,2010,2010
50.66318,4.64594,Heracleum mantegazzianum,2017,2017
50.66341,4.38109,Heracleum mantegazzianum,2011,2011
50.66366,4.22068,Impatiens glandulifera,2018,2018
50.66376,4.47388,Heracleum mantegazzianum,2015,2015
50.664067,4.190306,Impatiens glandulifera,2019,2019
50.66427,4.47843,Heracleum mantegazzianum,2015,2015
50.6645,4.66873,Heracleum mantegazzianum,2012,2012
50.66459,4.1857,Impatiens glandulifera,2015,2015
50.66474,4.13002,Impatiens glandulifera,2020,2020
50.66475,4.47166,Faxonius limosus,2018,2018
50.66481,4.66765,Heracleum mantegazzianum,2013,2013
50.66486,4.47135,Pacifastacus leniusculus,2016,2016
50.66547,4.12692,Impatiens glandulifera,2020,2020
50.66558,4.18633,Impatiens glandulifera,2018,2018
50.6658,4.18758,Impatiens glandulifera,2017,2017
50.665835,4.140492,Impatiens glandulifera,2019,2019
50.66584,4.45741,Pacifastacus leniusculus,2018,2018
50.66586,4.18771,Impatiens glandulifera,2018,2018
50.66597,4.34116,Myriophyllum aquaticum,2013,2013
50.66637,4.45909,Faxonius limosus,2019,2019
50.66637,4.45909,Pacifastacus leniusculus,2019,2019
50.66647,4.12138,Impatiens glandulifera,2013,2013
50.6665,4.13552,Impatiens glandulifera,2012,2012
50.6665,4.60231,Faxonius limosus,2009,2009
50.6665,4.60231,Procambarus clarkii,2009,2009
50.66653,4.18918,Impatiens glandulifera,2017,2020
50.66661,4.57097,Impatiens glandulifera,2018,2018
50.66667,4.24868,Impatiens glandulifera,2005,2005
50.66667,4.48915,Impatiens glandulifera,2005,2005
50.66669,4.46086,Impatiens glandulifera,2002,2002
50.6667,4.44672,Heracleum mantegazzianum,2002,2002
50.66671,4.43257,Heracleum mantegazzianum,2002,2002
50.66678,4.18883,Impatiens glandulifera,2020,2020
50.66693,4.46771,Pacifastacus leniusculus,2018,2018
50.66709,4.60634,Procambarus clarkii,2019,2019
50.668,4.71067,Impatiens glandulifera,2010,2010
50.66801,4.22294,Heracleum mantegazzianum,2019,2019
50.6681,4.46147,Heracleum mantegazzianum,2011,2011
50.66845,4.03685,Impatiens glandulifera,2016,2016
50.668525,4.150662,Heracleum mantegazzianum,2020,2020
50.66921,4.48461,Heracleum mantegazzianum,2015,2015
50.66946,4.19215,Impatiens glandulifera,2021,2021
50.669487,4.248427,Impatiens glandulifera,2019,2019
50.66955,4.24851,Impatiens glandulifera,2012,2012
50.66973,4.57045,Pacifastacus leniusculus,2018,2018
50.66986,4.15719,Impatiens glandulifera,2018,2018
50.670227,4.15755,Impatiens glandulifera,2020,2020
50.67031,4.15766,Impatiens glandulifera,2021,2021
50.67043,4.31581,Heracleum mantegazzianum,2019,2019
50.67071,4.16685,Impatiens glandulifera,2002,2002
50.67085,4.16006,Impatiens glandulifera,2020,2020
50.6709,4.16024,Impatiens glandulifera,2020,2020
50.67097,4.31606,Impatiens glandulifera,2019,2019
50.671022,4.677042,Impatiens glandulifera,2020,2020
50.67112,4.1685,Impatiens glandulifera,2018,2018
50.67118,4.25878,Heracleum mantegazzianum,2020,2020
50.67129,4.16014,Impatiens glandulifera,2019,2019
50.67137,4.26001,Heracleum mantegazzianum,2018,2018
50.67143,4.57136,Heracleum mantegazzianum,2018,2018
50.67172,4.24577,Impatiens glandulifera,2015,2015
50.67173,4.0336,Impatiens glandulifera,2020,2020
50.671828,4.677711,Impatiens glandulifera,2020,2020
50.67191,4.03444,Impatiens glandulifera,2012,2012
50.67248,4.19433,Impatiens glandulifera,2016,2016
50.67273,4.19469,Impatiens glandulifera,2016,2016
50.67303,4.03779,Impatiens glandulifera,2020,2020
50.673111,4.244254,Impatiens glandulifera,2019,2019
50.67416,4.36464,Impatiens glandulifera,2015,2015
50.67463,4.17393,Impatiens glandulifera,2015,2015
50.67477,4.36653,Impatiens glandulifera,2010,2011
50.67478,4.58752,Pacifastacus leniusculus,2014,2014
50.67479,4.36561,Impatiens glandulifera,2010,2010
50.6748,4.59269,Pacifastacus leniusculus,2015,2015
50.67492,4.58844,Pacifastacus leniusculus,2012,2012
50.67492,4.58852,Pacifastacus leniusculus,2015,2015
50.67494,4.58754,Pacifastacus leniusculus,2014,2014
50.675,4.0875,Heracleum mantegazzianum,2020,2020
50.67503,4.58787,Pacifastacus leniusculus,2017,2017
50.67505,4.58783,Pacifastacus leniusculus,2017,2017
50.67505,4.59384,Pacifastacus leniusculus,2016,2016
50.67506,4.58787,Pacifastacus leniusculus,2017,2017
50.67508,4.58784,Pacifastacus leniusculus,2017,2017
50.67515,4.59032,Pacifastacus leniusculus,2018,2018
50.67517,4.00815,Impatiens glandulifera,2012,2012
50.67529,4.05059,Impatiens glandulifera,2012,2012
50.67546,4.4761,Heracleum mantegazzianum,2010,2010
50.6755,4.59234,Pacifastacus leniusculus,2017,2017
50.67551,4.58821,Impatiens glandulifera,2005,2005
50.67551,4.58821,Pacifastacus leniusculus,2011,2012
50.67551,4.59214,Pacifastacus leniusculus,2017,2017
50.67554,4.16377,Impatiens glandulifera,2012,2012
50.67563,4.59319,Pacifastacus leniusculus,2013,2013
50.67565,4.23451,Impatiens glandulifera,2005,2005
50.67566,4.48918,Heracleum mantegazzianum,2004,2004
50.67566,4.48918,Impatiens glandulifera,2004,2004
50.67566,4.59309,Pacifastacus leniusculus,2013,2013
50.67567,4.47503,Impatiens glandulifera,2002,2002
50.67568,4.46088,Heracleum mantegazzianum,2001,2001
50.67569,4.44673,Impatiens glandulifera,2001,2001
50.67582,4.680152,Impatiens glandulifera,2019,2019
50.67587,4.59292,Pacifastacus leniusculus,2015,2015
50.67591,4.59286,Pacifastacus leniusculus,2012,2012
50.675986,4.683467,Impatiens glandulifera,2019,2019
50.676,4.48377,Heracleum mantegazzianum,2010,2010
50.676038,4.682489,Impatiens glandulifera,2019,2019
50.676042,4.68297,Impatiens glandulifera,2020,2020
50.67606,4.68353,Impatiens glandulifera,2020,2020
50.67636,4.68241,Impatiens glandulifera,2005,2005
50.6765,4.2867,Heracleum mantegazzianum,2020,2020
50.67671,4.17826,Impatiens glandulifera,2019,2019
50.67673,4.17581,Impatiens glandulifera,2018,2018
50.67675,4.28686,Heracleum mantegazzianum,2020,2020
50.67677,4.69054,Impatiens glandulifera,2007,2007
50.67681,4.28667,Impatiens glandulifera,2017,2017
50.67684,4.28837,Impatiens glandulifera,2016,2016
50.67732,4.6864,Impatiens glandulifera,2009,2009
50.677551,4.583669,Heracleum mantegazzianum,2019,2019
50.678177,4.591879,Impatiens glandulifera,2019,2019
50.67819,4.68835,Impatiens glandulifera,2020,2020
50.678198,4.591524,Impatiens glandulifera,2020,2020
50.67851,4.36803,Heracleum mantegazzianum,2014,2014
50.67873,4.23773,Impatiens glandulifera,2015,2015
50.67911,4.23562,Impatiens glandulifera,2013,2013
50.68002,4.25627,Impatiens glandulifera,2015,2015
50.68005,4.17083,Impatiens glandulifera,2014,2014
50.68019,4.24666,Impatiens glandulifera,2015,2015
50.68019,4.39882,Heracleum mantegazzianum,2015,2015
50.68023,4.64674,Impatiens glandulifera,2018,2018
50.680678,4.251365,Impatiens glandulifera,2019,2019
50.680932,4.648964,Impatiens glandulifera,2020,2020
50.680952,4.250996,Impatiens glandulifera,2019,2019
50.68122,4.2897,Impatiens glandulifera,2015,2015
50.68135,4.39613,Heracleum mantegazzianum,2016,2016
50.68169,4.29762,Impatiens glandulifera,2016,2016
50.68174,4.22882,Impatiens glandulifera,2020,2020
50.68178,4.55971,Elodea nuttallii,2008,2008
50.68178,4.55971,Myriophyllum aquaticum,2008,2008
50.68196,4.55982,Heracleum mantegazzianum,2012,2012
50.68199,4.42152,Heracleum mantegazzianum,2011,2011
50.68208,4.55834,Impatiens glandulifera,2021,2021
50.68211,4.55908,Impatiens glandulifera,2021,2021
50.68233,4.64766,Impatiens glandulifera,2019,2019
50.6824,4.28399,Impatiens glandulifera,2019,2019
50.68248,4.64716,Impatiens glandulifera,2017,2017
50.68248,4.69527,Myriophyllum aquaticum,2019,2019
50.68258,4.6953,Pacifastacus leniusculus,2019,2019
50.6826,4.64712,Impatiens glandulifera,2020,2020
50.682679,4.200588,Impatiens glandulifera,2019,2019
50.68269,4.47542,Heracleum mantegazzianum,2018,2018
50.68275,4.64766,Impatiens glandulifera,2020,2020
50.68277,4.64847,Impatiens glandulifera,2017,2017
50.68279,4.30401,Impatiens glandulifera,2015,2015
50.68283,4.28403,Impatiens glandulifera,2018,2018
50.68286,4.28277,Impatiens glandulifera,2005,2005
50.68307,4.28178,Impatiens glandulifera,2020,2020
50.68322,4.29369,Impatiens glandulifera,2009,2009
50.68337,4.30214,Impatiens glandulifera,2019,2019
50.68338,4.57639,Impatiens glandulifera,2008,2008
50.683447,4.283424,Impatiens glandulifera,2020,2020
50.68375,4.64897,Impatiens glandulifera,2017,2017
50.68376,4.281,Impatiens glandulifera,2019,2020
50.68383,4.54898,Heracleum mantegazzianum,2011,2011
50.68385,4.6478,Impatiens glandulifera,2017,2017
50.68389,4.53949,Heracleum mantegazzianum,2011,2011
50.68411,4.57596,Impatiens glandulifera,2017,2017
50.68412,4.27589,Impatiens glandulifera,2021,2021
50.68416,4.22342,Heracleum mantegazzianum,2010,2010
50.684188,4.575431,Impatiens glandulifera,2019,2019
50.6842,4.02223,Impatiens glandulifera,2012,2012
50.68422,4.69974,Heracleum mantegazzianum,2011,2011
50.68423,4.70146,Impatiens glandulifera,2007,2007
50.68424,4.03638,Heracleum mantegazzianum,2010,2010
50.68424,4.03638,Impatiens glandulifera,2012,2012
50.68427,4.68731,Impatiens glandulifera,2015,2015
50.68432,4.06468,Heracleum mantegazzianum,2009,2009
50.68438,4.64485,Impatiens glandulifera,2007,2007
50.68444,4.34186,Impatiens glandulifera,2009,2013
50.68448,4.13544,Impatiens glandulifera,2012,2012
50.68455,4.55995,Pacifastacus leniusculus,2012,2012
50.68456,4.17789,Impatiens glandulifera,2012,2012
50.68462,4.22034,Impatiens glandulifera,2009,2009
50.68464,4.23449,Impatiens glandulifera,2008,2008
50.68465,4.24864,Impatiens glandulifera,2005,2008
50.68465,4.70692,Myriophyllum aquaticum,2020,2020
50.68466,4.26279,Impatiens glandulifera,2006,2008
50.68466,4.47505,Faxonius limosus,2007,2007
50.68468,4.27694,Impatiens glandulifera,2012,2012
50.68469,4.29109,Impatiens glandulifera,2003,2012
50.68471,4.27997,Impatiens glandulifera,2020,2020
50.68488,4.57716,Impatiens glandulifera,2017,2017
50.68577,4.30112,Heracleum mantegazzianum,2010,2010
50.68619,4.01173,Impatiens glandulifera,2012,2012
50.68674,4.36659,Heracleum mantegazzianum,2015,2015
50.68683,4.36752,Heracleum mantegazzianum,2015,2015
50.686993,4.694717,Impatiens glandulifera,2020,2020
50.68727,4.64148,Heracleum mantegazzianum,2010,2010
50.68734,4.69425,Impatiens glandulifera,2017,2017
50.687589,4.695236,Impatiens glandulifera,2020,2020
50.68775,4.013724,Impatiens glandulifera,2019,2019
50.68826,4.66267,Impatiens glandulifera,2020,2020
50.68831,4.25686,Impatiens glandulifera,2015,2015
50.68868,4.25698,Impatiens glandulifera,2016,2016
50.68893,4.34147,Impatiens glandulifera,2015,2015
50.689036,4.544605,Impatiens glandulifera,2019,2019
50.689087,4.377958,Impatiens glandulifera,2020,2020
50.68913,4.25689,Impatiens glandulifera,2017,2017
50.689159,4.377979,Impatiens glandulifera,2020,2020
50.68916,4.48815,Heracleum mantegazzianum,2018,2018
50.68918,4.32417,Impatiens glandulifera,2015,2015
50.68995,4.38572,Heracleum mantegazzianum,2017,2017
50.68996,4.38607,Heracleum mantegazzianum,2016,2016
50.69012,4.38633,Heracleum mantegazzianum,2016,2016
50.69013,4.38636,Heracleum mantegazzianum,2017,2017
50.69023,4.28268,Impatiens glandulifera,2016,2016
50.69033,4.38625,Heracleum mantegazzianum,2017,2017
50.690354,4.564614,Impatiens glandulifera,2020,2020
50.69064,4.38566,Heracleum mantegazzianum,2019,2019
50.69065,4.38564,Heracleum mantegazzianum,2019,2019
50.69069,4.19743,Impatiens glandulifera,2021,2021
50.690833,4.661389,Impatiens glandulifera,2020,2020
50.69088,4.34931,Heracleum mantegazzianum,2014,2014
50.69091,4.19509,Impatiens glandulifera,2021,2021
50.69121,4.19947,Impatiens glandulifera,2020,2020
50.69142,4.38554,Heracleum mantegazzianum,2016,2016
50.69144,4.38547,Heracleum mantegazzianum,2017,2017
50.69153,4.19779,Impatiens glandulifera,2019,2019
50.69156,4.38566,Heracleum mantegazzianum,2016,2016
50.691686,4.228224,Impatiens glandulifera,2019,2019
50.69175,4.38581,Heracleum mantegazzianum,2016,2016
50.691765,4.227617,Impatiens glandulifera,2019,2019
50.6918,4.20018,Impatiens glandulifera,2019,2019
50.6918,4.38575,Heracleum mantegazzianum,2017,2017
50.69181,4.38577,Heracleum mantegazzianum,2017,2017
50.6919,4.38577,Impatiens glandulifera,2016,2016
50.69192,4.33187,Impatiens glandulifera,2017,2017
50.69204,4.33117,Impatiens glandulifera,2017,2017
50.69205,4.38596,Heracleum mantegazzianum,2016,2016
50.69208,4.38618,Heracleum mantegazzianum,2016,2016
50.69209,4.01622,Impatiens glandulifera,2016,2016
50.69216,4.38576,Heracleum mantegazzianum,2016,2016
50.69222,4.37509,Impatiens glandulifera,2016,2016
50.69229,4.27315,Faxonius limosus,2021,2021
50.69236,4.25966,Hydrocotyle ranunculoides,2007,2007
50.69248,4.25151,Heracleum mantegazzianum,2020,2020
50.69249,4.37589,Heracleum mantegazzianum,2019,2019
50.6925,4.37797,Heracleum mantegazzianum,2019,2019
50.6925,4.37799,Heracleum mantegazzianum,2019,2019
50.69254,4.37569,Heracleum mantegazzianum,2017,2017
50.69255,4.38015,Heracleum mantegazzianum,2017,2017
50.69258,4.37582,Heracleum mantegazzianum,2019,2019
50.69259,4.37554,Heracleum mantegazzianum,2016,2016
50.6926,4.37832,Heracleum mantegazzianum,2016,2016
50.69261,4.38005,Heracleum mantegazzianum,2017,2017
50.692652,4.251504,Heracleum mantegazzianum,2020,2020
50.69266,4.37821,Heracleum mantegazzianum,2016,2016
50.69274,4.38564,Heracleum mantegazzianum,2019,2019
50.69277,4.38564,Heracleum mantegazzianum,2019,2019
50.69284,4.20031,Impatiens glandulifera,2020,2020
50.69293,4.33777,Impatiens glandulifera,2021,2021
50.69303,4.33771,Impatiens glandulifera,2021,2021
50.69307,4.3823,Heracleum mantegazzianum,2017,2017
50.6931,4.38223,Heracleum mantegazzianum,2017,2017
50.69313,4.02223,Impatiens glandulifera,2002,2002
50.69314,4.72983,Heracleum mantegazzianum,2001,2001
50.69319,4.02217,Impatiens glandulifera,2010,2010
50.69327,4.05047,Heracleum mantegazzianum,2009,2009
50.693291,4.600355,Impatiens glandulifera,2019,2019
50.69334,4.07878,Heracleum mantegazzianum,2012,2012
50.693506,4.383085,Impatiens glandulifera,2019,2019
50.69352,4.57414,Impatiens glandulifera,2007,2007
50.69359,4.20616,Impatiens glandulifera,2005,2005
50.69359,4.34494,Impatiens glandulifera,2019,2019
50.693600000000004,4.27698,Impatiens glandulifera,2005,2005
50.69361,4.22031,Impatiens glandulifera,2012,2012
50.69365,4.47507,Heracleum mantegazzianum,2002,2002
50.69366,4.46092,Heracleum mantegazzianum,2002,2002
50.69366,4.46092,Impatiens glandulifera,2002,2002
50.6937,4.34769,Heracleum mantegazzianum,2012,2012
50.6937,4.34769,Impatiens glandulifera,2012,2012
50.693877,4.664889,Impatiens glandulifera,2018,2018
50.6939,4.29359,Heracleum mantegazzianum,2012,2012
50.69408,4.20066,Impatiens glandulifera,2020,2020
50.69408,4.664876,Impatiens glandulifera,2019,2019
50.694087,4.66468,Impatiens glandulifera,2020,2020
50.69411,4.21276,Impatiens glandulifera,2015,2015
50.69421,4.598948,Impatiens glandulifera,2019,2019
50.69482,4.6374,Heracleum mantegazzianum,2010,2010
50.69516,4.73643,Ludwigia grandiflora,2016,2016
50.69532,4.20493,Impatiens glandulifera,2020,2020
50.69548,4.57014,Heracleum mantegazzianum,2016,2016
50.695618,4.613714,Impatiens glandulifera,2018,2018
50.69568,4.61919,Heracleum mantegazzianum,2015,2015
50.69576,4.61919,Heracleum mantegazzianum,2012,2012
50.69578,4.21738,Impatiens glandulifera,2015,2015
50.69608,4.48496,Hydrocotyle ranunculoides,2018,2018
50.69609,4.33122,Impatiens glandulifera,2017,2017
50.69632,4.612967,Impatiens glandulifera,2018,2018
50.69643,4.28775,Heracleum mantegazzianum,2013,2013
50.697,4.31865,Heracleum mantegazzianum,2015,2015
50.697368,4.03483,Impatiens glandulifera,2019,2019
50.69765,4.21411,Impatiens glandulifera,2020,2020
50.69791,4.61732,Heracleum mantegazzianum,2015,2015
50.69793,4.33052,Impatiens glandulifera,2017,2017
50.69807,4.17016,Heracleum mantegazzianum,2016,2016
50.69811,4.33016,Impatiens glandulifera,2015,2015
50.69818,4.32905,Impatiens glandulifera,2016,2016
50.69829,4.59612,Hydrocotyle ranunculoides,2018,2018
50.69829,4.59612,Ludwigia grandiflora,2018,2018
50.69832,4.32943,Impatiens glandulifera,2017,2017
50.69833,4.46801,Heracleum mantegazzianum,2019,2019
50.69836,4.17085,Heracleum mantegazzianum,2013,2013
50.69857,4.28084,Heracleum mantegazzianum,2013,2013
50.69859,4.49415,Heracleum mantegazzianum,2011,2011
50.69874,4.65194,Heracleum mantegazzianum,2016,2016
50.69895,4.28024,Heracleum mantegazzianum,2013,2013
50.698972,4.664188,Impatiens glandulifera,2019,2019
50.69904,4.17006,Heracleum mantegazzianum,2018,2018
50.69908,4.27947,Heracleum mantegazzianum,2010,2010
50.69931,4.35758,Heracleum mantegazzianum,2013,2013
50.69944,4.54386,Heracleum mantegazzianum,2012,2012
50.69947,4.54367,Heracleum mantegazzianum,2012,2012
50.69949,4.24233,Impatiens glandulifera,2017,2017
50.69976,4.17232,Heracleum mantegazzianum,2016,2016
50.699995,4.266292,Impatiens glandulifera,2020,2020
50.70022,4.26649,Impatiens glandulifera,2014,2014
50.70062,4.21096,Heracleum mantegazzianum,2012,2012
50.70075,4.34,Heracleum mantegazzianum,2013,2013
50.70102,4.25969,Heracleum mantegazzianum,2021,2021
50.70138,3.90835,Myriophyllum aquaticum,2018,2018
50.70139,3.90849,Myriophyllum aquaticum,2014,2014
50.70156,4.69129,Heracleum mantegazzianum,2015,2015
50.70157,4.73695,Heracleum mantegazzianum,2010,2010
50.70164,4.69072,Heracleum mantegazzianum,2011,2011
50.70217,4.71574,Impatiens glandulifera,2007,2007
50.70237,4.09288,Heracleum mantegazzianum,2010,2010
50.702393,4.591901,Impatiens glandulifera,2019,2019
50.7025,4.73899,Heracleum mantegazzianum,2010,2010
50.70251,4.16366,Heracleum mantegazzianum,2012,2012
50.70253,4.22034,Impatiens glandulifera,2011,2011
50.70256,4.24865,Impatiens glandulifera,2017,2017
50.70257,4.26281,Impatiens glandulifera,2001,2020
50.70259,4.27696,Heracleum mantegazzianum,2001,2001
50.70259,4.27696,Impatiens glandulifera,2016,2016
50.70261,4.5034,Impatiens glandulifera,2002,2002
50.70263,4.48925,Heracleum mantegazzianum,2002,2002
50.70266,4.44678,Heracleum mantegazzianum,2002,2002
50.70268,4.54146,Heracleum mantegazzianum,2012,2012
50.70284,4.34957,Heracleum mantegazzianum,2015,2015
50.703017,4.490713,Impatiens glandulifera,2019,2019
50.7034,4.43024,Heracleum mantegazzianum,2011,2011
50.70352,4.36354,Impatiens glandulifera,2016,2016
50.70389,4.50011,Lysichiton americanus,2015,2015
50.70438,4.59523,Impatiens glandulifera,2012,2012
50.70479,4.60006,Impatiens glandulifera,2015,2015
50.7057,4.59829,Impatiens glandulifera,2015,2015
50.70583,4.59886,Impatiens glandulifera,2019,2019
50.70601,4.51682,Heracleum mantegazzianum,2012,2012
50.70631,4.53405,Heracleum mantegazzianum,2015,2015
50.706427,4.081743,Impatiens glandulifera,2019,2019
50.70644,4.27243,Impatiens glandulifera,2016,2016
50.70665,4.60058,Impatiens glandulifera,2019,2019
50.70794,4.53729,Heracleum mantegazzianum,2009,2016
50.70806,4.71808,Impatiens glandulifera,2014,2014
50.70811,4.51423,Heracleum mantegazzianum,2015,2015
50.70884,4.51584,Heracleum mantegazzianum,2021,2021
50.7089,4.51551,Heracleum mantegazzianum,2021,2021
50.70893,4.51547,Heracleum mantegazzianum,2021,2021
50.70896,4.53555,Heracleum mantegazzianum,2010,2010
50.70931,4.51538,Heracleum mantegazzianum,2021,2021
50.70945,4.10434,Heracleum mantegazzianum,2017,2017
50.70951,4.23369,Impatiens glandulifera,2020,2020
50.7096,4.5434,Heracleum mantegazzianum,2016,2016
50.7097,4.23375,Impatiens glandulifera,2020,2020
50.7098,4.10852,Heracleum mantegazzianum,2013,2013
50.70983,4.10472,Heracleum mantegazzianum,2010,2010
50.70984,4.714,Impatiens glandulifera,2014,2014
50.71021,4.23388,Impatiens glandulifera,2021,2021
50.710271,4.233891,Impatiens glandulifera,2019,2019
50.71051,4.44202,Heracleum mantegazzianum,2011,2011
50.71067,4.24682,Impatiens glandulifera,2019,2019
50.71076,4.525159,Impatiens glandulifera,2019,2019
50.71088,4.10872,Heracleum mantegazzianum,2010,2010
50.7111,4.0221,Impatiens glandulifera,2007,2007
50.71111,4.41083,Heracleum mantegazzianum,2017,2017
50.7112,4.70165,Impatiens glandulifera,2007,2007
