dcmlLtt,dcmlLng,scientific_name,year_first,year_last
50.71146,4.17784,Impatiens glandulifera,2012,2012
50.71152,4.22031,Impatiens glandulifera,2018,2018
50.71153,4.23447,Impatiens glandulifera,2002,2013
50.71155,4.24863,Heracleum mantegazzianum,2013,2013
50.71159,4.22025,Impatiens glandulifera,2008,2008
50.71159,4.30526,Impatiens glandulifera,2002,2002
50.7116,4.31942,Impatiens glandulifera,2009,2010
50.7116,4.50343,Impatiens glandulifera,2000,2000
50.71163,4.47511,Impatiens glandulifera,2000,2000
50.711767,4.657487,Impatiens glandulifera,2018,2018
50.7122,4.52304,Impatiens glandulifera,2016,2016
50.71225,4.23379,Impatiens glandulifera,2016,2016
50.71239,4.23383,Impatiens glandulifera,2019,2019
50.7124,4.59954,Heracleum mantegazzianum,2007,2007
50.71256,4.42928,Heracleum mantegazzianum,2010,2010
50.71263,4.6086,Impatiens glandulifera,2018,2018
50.71265,4.22915,Impatiens glandulifera,2019,2019
50.713,4.2277,Impatiens glandulifera,2014,2014
50.71305,4.46735,Heracleum mantegazzianum,2010,2010
50.71316,4.22933,Impatiens glandulifera,2019,2019
50.71325,4.23263,Impatiens glandulifera,2021,2021
50.713383,4.232847,Impatiens glandulifera,2019,2019
50.71341,4.42377,Lysichiton americanus,2010,2010
50.713889,4.228611,Impatiens glandulifera,2019,2019
50.713945,4.22866,Impatiens glandulifera,2019,2019
50.71444,4.22738,Impatiens glandulifera,2020,2020
50.71463,4.22762,Impatiens glandulifera,2019,2019
50.715556,4.245833,Impatiens glandulifera,2019,2019
50.7156,4.43498,Heracleum mantegazzianum,2010,2010
50.71576,4.43061,Hydrocotyle ranunculoides,2016,2016
50.71576,4.68044,Impatiens glandulifera,2019,2019
50.7158,4.43015,Hydrocotyle ranunculoides,2014,2014
50.71589,4.6238,Impatiens glandulifera,2013,2013
50.71628,4.24253,Impatiens glandulifera,2021,2021
50.716577,4.23026,Impatiens glandulifera,2020,2020
50.716584,4.242098,Impatiens glandulifera,2019,2019
50.716585,4.242232,Impatiens glandulifera,2019,2019
50.71659,4.24216,Impatiens glandulifera,2018,2018
50.71659,4.71765,Procambarus clarkii,2018,2018
50.71665,4.2421,Impatiens glandulifera,2020,2020
50.71694,4.50847,Impatiens glandulifera,2008,2008
50.71696,4.50871,Impatiens glandulifera,2010,2010
50.71715,4.50923,Impatiens glandulifera,2014,2014
50.71742,4.71727,Heracleum mantegazzianum,2018,2018
50.71765,3.93656,Heracleum mantegazzianum,2016,2016
50.7179,4.26651,Heracleum mantegazzianum,2015,2015
50.71803,4.43439,Hydrocotyle ranunculoides,2014,2014
50.71891,4.41011,Heracleum mantegazzianum,2011,2011
50.71912,4.43475,Hydrocotyle ranunculoides,2010,2010
50.71922,4.60922,Heracleum mantegazzianum,2010,2010
50.72019,4.70171,Heracleum mantegazzianum,2007,2007
50.72053,4.54594,Impatiens glandulifera,2009,2009
50.72054,4.24861,Impatiens glandulifera,2010,2013
50.72055,4.26277,Heracleum mantegazzianum,2015,2015
50.72055,4.26277,Hydrocotyle ranunculoides,2014,2014
50.72056,4.27693,Impatiens glandulifera,2018,2018
50.72057,4.29109,Heracleum mantegazzianum,2018,2018
50.72057,4.29109,Impatiens glandulifera,2014,2018
50.72063,4.46097,Impatiens glandulifera,2000,2000
50.72189,4.27433,Impatiens glandulifera,2018,2018
50.7227,4.32747,Faxonius limosus,2015,2015
50.722778,4.493785,Impatiens glandulifera,2020,2020
50.72312,4.28704,Heracleum mantegazzianum,2018,2018
50.72326,4.69777,Impatiens glandulifera,2010,2010
50.72344,4.28531,Impatiens glandulifera,2018,2018
50.72353,4.28554,Impatiens glandulifera,2018,2018
50.72355,4.69777,Impatiens glandulifera,2010,2010
50.72364,4.52132,Heracleum mantegazzianum,2011,2011
50.72369,4.2859,Impatiens glandulifera,2018,2018
50.72384,4.62719,Impatiens glandulifera,2018,2018
50.72405,4.54231,Impatiens glandulifera,2014,2014
50.72445,4.54174,Impatiens glandulifera,2016,2016
50.72446,4.44765,Hydrocotyle ranunculoides,2014,2014
50.7247,4.54088,Impatiens glandulifera,2011,2011
50.72474,4.54275,Impatiens glandulifera,2015,2015
50.72491,4.44926,Hydrocotyle ranunculoides,2012,2012
50.72494,4.54088,Impatiens glandulifera,2017,2017
50.72515,4.54388,Impatiens glandulifera,2008,2008
50.725278,4.33,Impatiens glandulifera,2020,2020
50.72537,4.44946,Heracleum mantegazzianum,2012,2012
50.72556,4.5241,Heracleum mantegazzianum,2018,2018
50.72619,4.6327,Impatiens glandulifera,2018,2018
50.7263,4.67817,Heracleum mantegazzianum,2020,2020
50.72675,4.67845,Heracleum mantegazzianum,2020,2020
50.72688,4.67822,Heracleum mantegazzianum,2020,2020
50.72692,4.52692,Impatiens glandulifera,2016,2016
50.72706,4.45456,Hydrocotyle ranunculoides,2014,2014
50.72718,4.6359,Impatiens glandulifera,2021,2021
50.72721,4.63565,Impatiens glandulifera,2010,2010
50.72726,4.54552,Impatiens glandulifera,2020,2020
50.72728,4.63653,Impatiens glandulifera,2013,2013
50.7273,4.54551,Impatiens glandulifera,2020,2020
50.72744,4.3155,Heracleum mantegazzianum,2021,2021
50.72755,4.31614,Heracleum mantegazzianum,2021,2021
50.727748,4.160101,Impatiens glandulifera,2020,2020
50.72784,4.69993,Pacifastacus leniusculus,2018,2018
50.728,4.76212,Lysichiton americanus,2013,2013
50.72836,4.6319,Impatiens glandulifera,2015,2015
50.72848,4.54712,Impatiens glandulifera,2015,2015
50.72853,4.55413,Heracleum mantegazzianum,2013,2013
50.72904,4.21725,Myriophyllum aquaticum,2016,2016
50.72908,4.02197,Impatiens glandulifera,2003,2003
50.72918,4.70177,Pacifastacus leniusculus,2011,2011
50.72929,4.69986,Pacifastacus leniusculus,2018,2018
50.72941,4.1636,Heracleum mantegazzianum,2002,2002
50.7295,4.22026,Impatiens glandulifera,2007,2007
50.7295,4.56014,Impatiens glandulifera,2009,2009
50.72951,4.23442,Impatiens glandulifera,2008,2009
50.72953,4.19187,Impatiens glandulifera,2009,2009
50.72955,4.27691,Heracleum mantegazzianum,2012,2018
50.72955,4.27691,Impatiens glandulifera,2002,2021
50.72957,4.30524,Impatiens glandulifera,2002,2002
50.72958,4.3194,Impatiens glandulifera,2014,2014
50.72958,4.50348,Impatiens glandulifera,2000,2000
50.72962,4.73975,Lysichiton americanus,2017,2017
50.72966,4.33351,Impatiens glandulifera,2009,2009
50.72999,4.16188,Impatiens glandulifera,2021,2021
50.73007,4.75765,Lysichiton americanus,2017,2017
50.73012,4.46107,Heracleum mantegazzianum,2010,2010
50.73019,4.75689,Lysichiton americanus,2013,2013
50.73021,4.69982,Heracleum mantegazzianum,2018,2018
50.730218,4.279216,Impatiens glandulifera,2020,2020
50.73026,4.27161,Heracleum mantegazzianum,2018,2018
50.73031,4.27142,Heracleum mantegazzianum,2018,2018
50.73032,4.27155,Heracleum mantegazzianum,2018,2018
50.73051,4.02372,Heracleum mantegazzianum,2021,2021
50.73062,4.49403,Heracleum mantegazzianum,2020,2020
50.73069,4.27375,Heracleum mantegazzianum,2018,2018
50.730833,4.31359,Impatiens glandulifera,2020,2020
50.73084,4.27405,Heracleum mantegazzianum,2021,2021
50.731,4.27347,Impatiens glandulifera,2018,2018
50.73112,4.27285,Impatiens glandulifera,2018,2018
50.73112,4.42393,Impatiens glandulifera,2014,2014
50.731194,4.465773,Impatiens glandulifera,2020,2020
50.73123,4.30867,Impatiens glandulifera,2021,2021
50.73132,4.50856,Heracleum mantegazzianum,2013,2013
50.73146,4.28006,Impatiens glandulifera,2018,2018
50.731497,4.468734,Impatiens glandulifera,2019,2019
50.73185,4.27905,Impatiens glandulifera,2018,2018
50.73187,4.313262,Impatiens glandulifera,2018,2018
50.73187,4.46055,Heracleum mantegazzianum,2010,2010
50.731905,4.313161,Impatiens glandulifera,2019,2019
50.73195,4.308928,Impatiens glandulifera,2020,2020
50.73195,4.31306,Impatiens glandulifera,2021,2021
50.73196,4.66242,Impatiens glandulifera,2019,2019
50.732170000000004,3.89462,Impatiens glandulifera,2012,2012
50.73222,4.55203,Impatiens glandulifera,2015,2015
50.73226,4.69831,Impatiens glandulifera,2010,2010
50.73234,4.46494,Impatiens glandulifera,2021,2021
50.73237,4.46497,Impatiens glandulifera,2021,2021
50.7325,4.55343,Heracleum mantegazzianum,2015,2015
50.73251,4.55343,Heracleum mantegazzianum,2015,2015
50.73264,4.46554,Impatiens glandulifera,2021,2021
50.73305,4.69942,Elodea nuttallii,2018,2018
50.73314,4.62687,Impatiens glandulifera,2014,2014
50.73353,4.70412,Heracleum mantegazzianum,2012,2012
50.73355,4.64124,Impatiens glandulifera,2019,2019
50.73361,4.46728,Impatiens glandulifera,2021,2021
50.73373,4.55443,Impatiens glandulifera,2015,2015
50.73389,4.21563,Impatiens glandulifera,2020,2020
50.733925,4.21552,Impatiens glandulifera,2020,2020
50.73396,4.47135,Impatiens glandulifera,2014,2014
50.734,4.21635,Impatiens glandulifera,2021,2021
50.73501,4.53941,Heracleum mantegazzianum,2011,2011
50.7353,4.71627,Impatiens glandulifera,2010,2010
50.73559,4.27372,Heracleum mantegazzianum,2012,2012
50.73561,4.71771,Impatiens glandulifera,2010,2010
50.73566,4.60194,Heracleum mantegazzianum,2012,2012
50.73571,4.54161,Heracleum mantegazzianum,2010,2010
50.73571,4.69829,Heracleum mantegazzianum,2013,2013
50.7358,4.49011,Heracleum mantegazzianum,2010,2010
50.73593,4.24015,Impatiens glandulifera,2021,2021
50.73594,4.71751,Impatiens glandulifera,2010,2010
50.73611,4.05,Lagarosiphon major,2020,2020
50.7362,4.66142,Impatiens glandulifera,2010,2010
50.73622,4.64793,Impatiens glandulifera,2021,2021
50.73628,4.69786,Impatiens glandulifera,2010,2010
50.73629,4.29671,Impatiens glandulifera,2020,2020
50.7363,4.66232,Impatiens glandulifera,2019,2019
50.73648,4.462605,Impatiens glandulifera,2020,2020
50.73657,4.4853,Heracleum mantegazzianum,2013,2013
50.73663,4.30681,Heracleum mantegazzianum,2020,2020
50.73707,4.01963,Impatiens glandulifera,2021,2021
50.73708,4.46408,Heracleum mantegazzianum,2021,2021
50.73722,4.35467,Heracleum mantegazzianum,2017,2017
50.73755,4.64804,Impatiens glandulifera,2015,2015
50.73759,4.6506,Impatiens glandulifera,2020,2020
50.73768,4.48714,Heracleum mantegazzianum,2010,2010
50.73774,4.26433,Impatiens glandulifera,2017,2017
50.73788,4.64972,Impatiens glandulifera,2010,2010
50.73807,4.02191,Heracleum mantegazzianum,2007,2007
50.73807,4.02191,Impatiens glandulifera,2007,2007
50.73811,4.6479,Impatiens glandulifera,2010,2010
50.73817,4.70184,Impatiens glandulifera,2007,2007
50.73847,4.20607,Impatiens glandulifera,2006,2007
50.73847,4.69776,Impatiens glandulifera,2019,2019
50.73848,3.86861,Impatiens glandulifera,2011,2011
50.73849,3.9815,Heracleum mantegazzianum,2019,2019
50.73849,4.22023,Impatiens glandulifera,2009,2009
50.73852,4.24856,Impatiens glandulifera,2004,2018
50.73854,4.2769,Heracleum mantegazzianum,2012,2012
50.73855,3.86977,Impatiens glandulifera,2016,2016
50.73855,4.29106,Impatiens glandulifera,2005,2005
50.73857,4.33356,Heracleum mantegazzianum,2004,2004
50.73857,4.33356,Impatiens glandulifera,2004,2020
50.73858,4.34773,Impatiens glandulifera,2014,2019
50.73858,4.3619,Impatiens glandulifera,2008,2008
50.73859,4.48934,Impatiens glandulifera,2008,2008
50.73861,4.461,Impatiens glandulifera,2012,2012
50.73875,3.87239,Impatiens glandulifera,2016,2016
50.738766,4.283337,Impatiens glandulifera,2020,2020
50.73881,4.28746,Lysichiton americanus,2017,2017
50.73884,4.55901,Impatiens glandulifera,2011,2011
50.738889,3.872778,Impatiens glandulifera,2019,2019
50.739003,4.347758,Impatiens glandulifera,2019,2019
50.739092,4.202756,Impatiens glandulifera,2019,2019
50.73921,4.01687,Impatiens glandulifera,2021,2021
50.73936,4.54857,Heracleum mantegazzianum,2015,2015
50.73939,4.70052,Heracleum mantegazzianum,2013,2013
50.73941,4.70053,Heracleum mantegazzianum,2013,2013
50.7397,4.64845,Impatiens glandulifera,2021,2021
50.73986,4.33118,Impatiens glandulifera,2020,2020
50.74005,4.54792,Heracleum mantegazzianum,2013,2013
50.74006,4.54793,Heracleum mantegazzianum,2013,2013
50.74007,4.01522,Heracleum mantegazzianum,2011,2011
50.74012,4.64854,Impatiens glandulifera,2020,2020
50.740208,4.331345,Impatiens glandulifera,2020,2020
50.74021,4.54809,Heracleum mantegazzianum,2016,2016
50.74022,4.5481,Heracleum mantegazzianum,2014,2014
50.74042,3.8759,Impatiens glandulifera,2020,2020
50.74044,4.28182,Impatiens glandulifera,2017,2017
50.74052,4.54724,Heracleum mantegazzianum,2015,2015
50.74083,4.2971,Impatiens glandulifera,2020,2020
50.74086,3.89382,Impatiens glandulifera,2020,2020
50.7412,3.89212,Heracleum mantegazzianum,2012,2012
50.74121,3.89168,Heracleum mantegazzianum,2012,2012
50.74126,4.28483,Impatiens glandulifera,2017,2017
50.74128,3.94812,Impatiens glandulifera,2021,2021
50.74133,3.88729,Impatiens glandulifera,2020,2020
50.74148,4.24506,Impatiens glandulifera,2021,2021
50.74159,3.8906,Impatiens glandulifera,2011,2011
50.74168,4.28559,Faxonius limosus,2020,2020
50.741715,4.649804,Impatiens glandulifera,2020,2020
50.74183,4.28618,Impatiens glandulifera,2017,2017
50.74197,4.67416,Heracleum mantegazzianum,2012,2012
50.74198,4.67422,Heracleum mantegazzianum,2012,2012
50.742,4.64979,Impatiens glandulifera,2020,2020
50.74207,4.01116,Impatiens glandulifera,2021,2021
50.74215,3.89066,Impatiens glandulifera,2020,2020
50.74238,3.87648,Ludwigia peploides,2020,2020
50.7424,4.28446,Faxonius limosus,2020,2020
50.74243,3.87661,Ludwigia grandiflora,2020,2020
50.74245,4.61191,Elodea nuttallii,2021,2021
50.7425,4.24778,Impatiens glandulifera,2020,2020
50.74283,4.54507,Heracleum mantegazzianum,2010,2010
50.74299,4.01062,Impatiens glandulifera,2017,2017
50.743204,4.465441,Impatiens glandulifera,2019,2019
50.74335,3.90225,Faxonius limosus,2020,2020
50.74346,3.89347,Heracleum mantegazzianum,2016,2016
50.7438,4.64833,Impatiens glandulifera,2014,2017
50.74395,3.92719,Ludwigia grandiflora,2016,2016
50.74419,4.64741,Impatiens glandulifera,2021,2021
50.74438,3.9127,Impatiens glandulifera,2016,2016
50.74459,4.19461,Heracleum mantegazzianum,2021,2021
50.7448,4.648,Impatiens glandulifera,2010,2010
50.745064,4.460127,Impatiens glandulifera,2020,2020
50.745121,4.461285,Impatiens glandulifera,2020,2020
50.74526,4.45994,Impatiens glandulifera,2021,2021
50.74587,4.00357,Impatiens glandulifera,2021,2021
50.746111,4.278056,Impatiens glandulifera,2020,2020
50.74613,4.69019,Heracleum mantegazzianum,2013,2013
50.74614,4.6902,Heracleum mantegazzianum,2013,2013
50.74619,3.89769,Impatiens glandulifera,2021,2021
50.74644,4.0026,Impatiens glandulifera,2017,2017
50.74678,3.93683,Heracleum mantegazzianum,2016,2016
50.74678,3.93683,Impatiens glandulifera,2016,2016
50.74683,3.951,Impatiens glandulifera,2020,2020
50.74702,4.00767,Impatiens glandulifera,2007,2017
50.74708,4.00109,Impatiens glandulifera,2021,2021
50.74731,4.64522,Impatiens glandulifera,2003,2003
50.74735,4.68533,Heracleum mantegazzianum,2020,2020
50.74738,4.25054,Myriophyllum aquaticum,2020,2020
50.74748,4.56021,Impatiens glandulifera,2009,2009
50.74749,4.23437,Impatiens glandulifera,2016,2016
50.74751,4.24854,Impatiens glandulifera,2002,2008
50.74753,4.27688,Impatiens glandulifera,2004,2018
50.74755,4.41857,Impatiens glandulifera,2001,2001
50.74772,4.00169,Impatiens glandulifera,2017,2017
50.7481,4.25308,Impatiens glandulifera,2021,2021
50.74819,4.25347,Impatiens glandulifera,2021,2021
50.748501,3.934313,Impatiens glandulifera,2020,2020
50.748889,4.253056,Impatiens glandulifera,2019,2019
50.74914,3.93403,Impatiens glandulifera,2021,2021
50.74916,3.93397,Impatiens glandulifera,2021,2021
50.74948,4.48435,Heracleum mantegazzianum,2016,2016
50.74949,4.48435,Heracleum mantegazzianum,2009,2009
50.75004,3.94241,Impatiens glandulifera,2021,2021
50.750253,4.25633,Impatiens glandulifera,2020,2020
50.75074,3.94682,Impatiens glandulifera,2011,2011
50.75082,3.94121,Impatiens glandulifera,2021,2021
50.75097,3.97566,Impatiens glandulifera,2021,2021
50.75101,3.94585,Impatiens glandulifera,2021,2021
50.75105,3.95183,Impatiens glandulifera,2021,2021
50.75124,3.94595,Impatiens glandulifera,2020,2020
50.75138,3.95298,Impatiens glandulifera,2021,2021
50.75143,3.954,Impatiens glandulifera,2021,2021
50.75149,4.65821,Impatiens glandulifera,2020,2020
50.751617,3.973022,Impatiens glandulifera,2020,2020
50.75171,3.94607,Impatiens glandulifera,2020,2020
50.751717,3.961742,Impatiens glandulifera,2020,2020
50.75175,4.66241,Impatiens glandulifera,2020,2020
50.75186,3.94599,Impatiens glandulifera,2021,2021
50.75196,3.94498,Impatiens glandulifera,2018,2018
50.75206,4.66075,Heracleum mantegazzianum,2016,2016
50.75213,3.94625,Impatiens glandulifera,2020,2020
50.75232,3.94489,Impatiens glandulifera,2021,2021
50.752452,4.274542,Heracleum mantegazzianum,2020,2020
50.752657,3.962193,Impatiens glandulifera,2019,2020
50.75266,4.25521,Faxonius limosus,2014,2014
50.75274,4.65724,Impatiens glandulifera,2021,2021
50.753046,3.977186,Impatiens glandulifera,2020,2020
50.75306,3.96297,Impatiens glandulifera,2018,2018
50.75337,4.63323,Impatiens glandulifera,2021,2021
50.75343,4.67842,Heracleum mantegazzianum,2016,2016
50.75344,4.67842,Heracleum mantegazzianum,2016,2016
50.75345,4.57384,Impatiens glandulifera,2019,2019
50.75348,4.67856,Heracleum mantegazzianum,2020,2020
50.75356,4.66228,Heracleum mantegazzianum,2010,2010
50.75377,4.57338,Impatiens glandulifera,2014,2014
50.75383,4.67836,Heracleum mantegazzianum,2019,2019
50.75386,4.67851,Heracleum mantegazzianum,2020,2020
50.75434,4.6599,Impatiens glandulifera,2010,2010
50.7544,4.66217,Heracleum mantegazzianum,2010,2010
50.75458,4.300098,Heracleum mantegazzianum,2019,2019
50.7546,4.30001,Heracleum mantegazzianum,2017,2017
50.75461,4.30001,Heracleum mantegazzianum,2016,2016
50.75464,4.30006,Heracleum mantegazzianum,2016,2016
50.75524,4.77805,Heracleum mantegazzianum,2020,2020
50.75529,4.57451,Impatiens glandulifera,2018,2018
50.75582,3.95092,Impatiens glandulifera,2020,2020
50.75583,3.93667,Heracleum mantegazzianum,2016,2016
50.75623,4.64533,Impatiens glandulifera,2019,2019
50.75636,4.26173,Impatiens glandulifera,2021,2021
50.75637,4.57447,Impatiens glandulifera,2000,2018
50.75645,4.206,Heracleum mantegazzianum,2004,2004
50.7565,4.24852,Impatiens glandulifera,2002,2002
50.75652,4.27686,Impatiens glandulifera,2013,2013
50.75652,4.57869,Impatiens glandulifera,2018,2018
50.75654,4.3052,Heracleum mantegazzianum,2016,2017
50.75655,4.34772,Heracleum mantegazzianum,2014,2014
50.75753,4.13601,Myriophyllum aquaticum,2008,2008
50.75784,4.57959,Impatiens glandulifera,2018,2018
50.75806,4.58,Impatiens glandulifera,2018,2018
50.75811,4.58102,Impatiens glandulifera,2011,2011
50.75836,4.71013,Impatiens glandulifera,2014,2014
50.75938,4.78737,Impatiens glandulifera,2014,2014
50.75984,4.70835,Heracleum mantegazzianum,2020,2020
50.75994,4.15797,Heracleum mantegazzianum,2021,2021
50.76,4.74812,Heracleum mantegazzianum,2013,2013
50.76,4.74813,Heracleum mantegazzianum,2013,2013
50.76007,4.74805,Heracleum mantegazzianum,2015,2015
50.76007,4.74813,Heracleum mantegazzianum,2019,2019
50.76012,4.74826,Heracleum mantegazzianum,2020,2020
50.76031,4.7478,Heracleum mantegazzianum,2012,2012
50.76032,4.53317,Heracleum mantegazzianum,2010,2010
50.76032,4.74776,Heracleum mantegazzianum,2011,2011
50.76033,4.7143,Impatiens glandulifera,2014,2014
50.7604,4.74789,Heracleum mantegazzianum,2011,2011
50.76043,4.74786,Heracleum mantegazzianum,2019,2019
50.76058,4.70995,Impatiens glandulifera,2014,2014
50.76063,4.71671,Impatiens glandulifera,2014,2014
50.76085,4.64542,Impatiens glandulifera,2018,2018
50.76134,4.58752,Impatiens glandulifera,2018,2018
50.76209,4.59184,Impatiens glandulifera,2018,2018
50.76221,4.64606,Impatiens glandulifera,2009,2009
50.76306,4.64613,Impatiens glandulifera,2013,2013
50.76309,4.38314,Heracleum mantegazzianum,2017,2017
50.763207,4.34086,Impatiens glandulifera,2019,2019
50.76322,4.34147,Impatiens glandulifera,2019,2019
50.76335,4.34178,Impatiens glandulifera,2019,2019
50.763417,4.342499,Impatiens glandulifera,2020,2020
50.7635,4.59445,Impatiens glandulifera,2018,2018
50.76356,4.34239,Impatiens glandulifera,2019,2019
50.76378,4.59443,Impatiens glandulifera,2018,2018
50.76384,3.95263,Heracleum mantegazzianum,2021,2021
50.76389,4.34237,Impatiens glandulifera,2019,2019
50.76393,4.33926,Impatiens glandulifera,2013,2013
50.76438,4.404,Impatiens glandulifera,2014,2014
50.76458,4.27589,Impatiens glandulifera,2015,2015
50.76501,4.74455,Impatiens glandulifera,2008,2008
50.76521,4.64538,Impatiens glandulifera,2018,2018
50.76528,4.61703,Impatiens glandulifera,2018,2018
50.7653,4.64336,Impatiens glandulifera,2019,2019
50.76531,4.60286,Hydrocotyle ranunculoides,2018,2018
50.76531,4.60286,Impatiens glandulifera,2018,2018
50.76534,4.58869,Impatiens glandulifera,2018,2018
50.76534,4.64231,Impatiens glandulifera,2018,2018
50.76537,4.16345,Impatiens glandulifera,2018,2018
50.76539,4.17762,Impatiens glandulifera,2018,2018
50.76542,4.1918,Impatiens glandulifera,2018,2018
50.76545,4.51781,Heracleum mantegazzianum,2009,2009
50.76545,4.51781,Impatiens glandulifera,2009,2009
50.76546,4.6006,Impatiens glandulifera,2018,2018
50.76547,4.50364,Heracleum mantegazzianum,2009,2010
50.76547,4.50364,Impatiens glandulifera,2009,2010
50.76549,4.2485,Impatiens glandulifera,2010,2010
50.76549,4.47529,Elodea nuttallii,2004,2004
50.76549,4.47529,Impatiens glandulifera,2004,2004
50.765492,4.603882,Impatiens glandulifera,2020,2020
50.7655,4.26267,Impatiens glandulifera,2011,2011
50.76551,4.27684,Impatiens glandulifera,2007,2007
50.76551,4.46111,Heracleum mantegazzianum,2017,2017
50.76552,4.29102,Impatiens glandulifera,2013,2013
50.76552,4.44694,Impatiens glandulifera,2014,2014
50.76553,4.30519,Impatiens glandulifera,2004,2004
50.76553,4.43276,Impatiens glandulifera,2011,2011
50.76554,4.33354,Heracleum mantegazzianum,2003,2014
50.76554,4.34772,Impatiens glandulifera,2008,2008
50.76554,4.39024,Impatiens glandulifera,2003,2003
50.76555,4.37607,Impatiens glandulifera,2003,2003
50.76591,4.46044,Heracleum mantegazzianum,2014,2014
50.76603,4.60375,Impatiens glandulifera,2021,2021
50.76612,4.43724,Impatiens glandulifera,2015,2015
50.76662,4.64134,Impatiens glandulifera,2018,2018
50.76663,4.33441,Heracleum mantegazzianum,2009,2009
50.76665,4.43456,Impatiens glandulifera,2011,2011
50.76668,4.64114,Impatiens glandulifera,2018,2018
50.767014,4.345543,Impatiens glandulifera,2019,2019
50.76731,4.65152,Impatiens glandulifera,2016,2016
50.76734,4.60361,Impatiens glandulifera,2020,2020
50.767532,4.353756,Heracleum mantegazzianum,2020,2020
50.76754,4.35371,Heracleum mantegazzianum,2021,2021
50.76757,4.50584,Impatiens glandulifera,2014,2014
50.76758,4.63993,Impatiens glandulifera,2018,2018
50.76769,4.40249,Impatiens glandulifera,2020,2020
50.767775,4.433522,Impatiens glandulifera,2021,2021
50.7679,4.35338,Heracleum mantegazzianum,2017,2017
50.767928,4.631411,Impatiens glandulifera,2019,2019
50.76801,4.447546,Impatiens glandulifera,2019,2019
50.76803,4.63534,Impatiens glandulifera,2021,2021
50.76806,4.63135,Impatiens glandulifera,2016,2016
50.76809,4.17978,Impatiens glandulifera,2021,2021
50.76821,4.17974,Impatiens glandulifera,2021,2021
50.76821,4.43481,Impatiens glandulifera,2013,2013
50.76825,4.17957,Impatiens glandulifera,2021,2021
50.768311,4.179553,Impatiens glandulifera,2018,2018
50.76833,4.18323,Impatiens glandulifera,2018,2018
50.76835,4.17959,Impatiens glandulifera,2021,2021
50.768428,4.630667,Impatiens glandulifera,2018,2018
50.76858,4.50943,Heracleum mantegazzianum,2016,2016
50.76859,4.50934,Impatiens glandulifera,2017,2017
50.76868,4.52032,Heracleum mantegazzianum,2009,2009
50.76874,4.52231,Impatiens glandulifera,2011,2011
50.76886,4.50976,Heracleum mantegazzianum,2017,2017
